而	
页	
匠	
夸	亏
夺	
灰	
达	大
列	歹
死	
成	
夹	
夷	
轨	九
邪	牙
尧	
划	
迈	万
毕	比
至	
此	
贞	
师	
尘	
尖	
劣	
光	
当	
早	
吁	于
吐	土
吓	下
虫	
曲	
团	
吕	
同	
吊	
吃	乞
因	
吸	及
吗	马
吆	幺
屿	与
屹	乞
岁	
帆	凡
回	
岂	已
则	
刚	冈
网	
肉	
年	
朱	
先	
丢	
廷	𡈼
舌	
竹	
迁	千
乔	
迄	乞
伟	韦
传	专
乒	
乓	
休	
伍	五
伏	
优	尤
臼	
伐	
延	
仲	中
件	
任	壬
伤	
价	介
伦	仑
份	分
华	化
仰	卬
仿	方
伙	火
伪	为
自	
伊	尹
血	
向	
似	以
后	
行	
舟	
全	
会	
杀	
合	
兆	
企	
众	
爷	卩
伞	
创	仓
肌	几
肋	力
朵	
杂	
危	
旬	
旨	匕
旭	九
负	
匈	凶
名	
各	
多	
争	
色	
壮	
冲	中
妆	
冰	
庄	
庆	
亦	
刘	
齐	
交	
衣	
次	
产	
决	夬
亥	
充	
妄	亡
闭	
问	门
闯	
羊	
并	
关	
米	
灯	丁
州	
汗	干
污	亏
江	工
汛	卂
池	也
汝	女
汤	𠃓
忙	亡
兴	
宇	于
守	
宅	乇
字	子
安	
讲	井
讳	韦
军	
讶	牙
许	午
讹	
论	仑
讼	公
农	
讽	风
设	
访	方
诀	夬
寻	
那	
迅	卂
尽	
导	
异	巳
弛	也
孙	
阵	
阳	
收	丩
阶	介
阴	
防	方
奸	干
如	
妇	
妃	己
好	
她	也
妈	马
戏	
羽	
观	
欢	
买	
红	工
驮	大
纤	千
驯	巛
约	勺
级	及
纪	己
驰	也
纫	刃
巡	巛
寿	
弄	
麦	
玖	久
玛	马
形	开
进	井
戒	
吞	天
远	元
违	韦
韧	刃
运	云
扶	夫
抚	无
坛	云
技	支
坏	不
抠	区
扰	尤
扼	厄
拒	巨
找	
批	比
址	止
扯	止
走	
抄	少
贡	工
汞	工
坝	贝
攻	工
赤	
折	
抓	爪
扳	反
抡	仑
扮	分
抢	仓
孝	
坎	欠
均	匀
抑	
抛	
投	
坟	文
坑	亢
抗	亢
坊	方
抖	斗
护	户
壳	
志	士
块	夬
扭	丑
声	
把	巴
报	
拟	以
却	
抒	予
劫	去
芙	夫
芜	无
苇	韦
芽	牙
花	化
芹	斤
芥	介
芬	分
苍	仓
芳	方
严	
芦	户
芯	心
劳	
克	
芭	巴
苏	
杆	干
杠	工
杜	土
材	才
村	寸
杖	丈
杏	
杉	彡
巫	
极	及
李	子
杨	𠃓
求	
甫	
匣	甲
更	
束	
吾	五
豆	
两	
酉	
丽	
医	
辰	
励	力
否	不
还	
尬	介
歼	千
来	
连	
轩	干
步	
卤	
坚	
肖	
旱	干
盯	丁
呈	𡈼
时	
吴	
助	且
县	
里	
呆	
吱	支
吠	
呕	区
园	元
旷	广
围	韦
呀	牙
吨	屯
足	
邮	由
男	
困	
吵	少
串	
员	
呐	内
听	斤
吟	今
吩	分
呛	仓
吻	勿
吹	
呜	乌
吭	亢
吧	巴
邑	
吼	孔
囤	屯
别	
吮	允
岖	区
岗	冈
帐	长
财	才
针	
钉	丁
牡	土
告	
我	
乱	
利	
秃	
秀	
私	厶
每	母
兵	
估	古
体	
何	可
佐	左
佑	右
但	旦
伸	申
佃	田
作	乍
伯	白
伶	令
佣	用
低	氐
你	尔
住	主
位	
伴	半
身	
皂	
伺	司
佛	弗
囱	
近	斤
彻	切
役	
返	反
余	
希	
坐	
谷	
妥	
含	今
邻	令
岔	
肝	干
肛	工
肚	土
肘	
肠	𠃓
龟	
甸	田
免	
狂	王
犹	尤
狈	贝
角	
删	
条	
彤	
卵	
灸	久
岛	鸟
刨	包
迎	卬
饭	反
饮	
系	
言	
冻	东
状	
亩	
况	兄
床	
库	
庇	比
疗	了
吝	文
应	
这	
冷	令
庐	户
序	予
辛	
弃	
冶	台
忘	亡
闰	
闲	
间	
闷	门
判	半
兑	
灶	
灿	山
灼	勺
弟	
汪	王
沐	木
沛	巿
汰	太
沥	历
沙	少
汽	气
沃	夭
沦	仑
汹	凶
泛	乏
沧	仓
没	
沟	勾
沪	户
沈	冘
沉	
沁	心
怀	
忧	尤
忱	冘
快	夬
完	元
宋	
宏	厷
牢	
究	九
穷	
灾	
良	
证	正
启	
评	平
补	卜
初	
社	
祀	巳
识	只
诈	乍
诉	斥
罕	干
诊	㐱
词	司
译	
君	
灵	
即	
层	
屁	比
尿	
尾	
迟	尺
局	
改	
张	长
忌	己
际	
陆	
阿	可
陈	
阻	且
附	付
坠	队
妓	支
妙	少
妖	夭
姊	𠂔
妨	方
妒	户
努	奴
忍	刃
劲	𢀖
矣	
鸡	
纬	韦
驱	区
纯	屯
纱	少
纲	冈
纳	内
驳	
纵	从
纷	分
纸	氏
纹	文
纺	方
驴	户
纽	丑
奉	
玩	元
环	
武	
青	
责	
现	见
玫	
表	
规	
抹	末
卦	圭
坷	可
坯	丕
拓	石
拢	龙
拔	犮
坪	平
拣	
坦	旦
担	旦
坤	申
押	甲
抽	由
拐	
拖	㐌
者	
拍	白
顶	丁
拆	斥
拎	令
拥	用
抵	氐
拘	句
势	执
抱	包
拄	主
垃	立
拉	立
拦	兰
幸	
拌	半
拧	宁
拂	弗
拙	出
招	召
坡	皮
披	皮
拨	发
择	
抬	台
拇	母
拗	幼
其	
取	
茉	末
苦	古
昔	
苛	可
若	
茂	戊
苹	平
苗	
英	央
苟	句
苑	夗
苞	包
范	氾
直	
茁	出
茄	加
茎	𢀖
苔	台
茅	矛
枉	王
林	
枝	支
杯	不
枢	区
柜	巨
枚	
析	
板	反
松	公
枪	仓
枫	风
构	勾
杭	亢
杰	
述	术
枕	冘
丧	
或	
画	
卧	
事	
刺	朿
枣	
雨	
卖	
郁	有
矾	凡
矿	广
码	马
厕	则
奈	
奔	
奇	
奋	
态	太
欧	区
殴	区
垄	龙
妻	
轰	
顷	
转	专
斩	
轮	仑
软	
到	
非	
叔	尗
歧	支
肯	
齿	止
些	
卓	
虎	虍
虏	虍
肾	
贤	
尚	
旺	王
具	
味	未
果	
昆	
国	
哎	艾
咕	古
昌	
呵	可
畅	𠃓
明	
易	
咙	龙
昂	卬
迪	由
典	
固	古
忠	中
呻	申
咒	
咋	乍
咐	付
呼	乎
鸣	
咏	永
呢	尼
咄	出
咖	加
岸	干
岩	
帖	占
罗	
帜	只
帕	白
岭	令
凯	
败	
账	长
贩	反
贬	乏
购	勾
贮	
图	
钓	勺
制	
知	
迭	失
氛	分
垂	
牧	
物	勿
乖	
刮	
秆	干
和	禾
季	
委	
秉	
佳	圭
侍	寺
岳	
供	共
使	吏
例	列
侠	夹
侥	尧
版	反
侄	至
侦	贞
侣	吕
侧	则
凭	
侨	乔
佩	
货	化
侈	多
依	衣
卑	
的	
迫	白
质	
欣	斤
征	正
往	主
爬	巴
彼	皮
径	𢀖
所	戶
舍	
金	
刹	杀
命	
肴	爻
斧	父
爸	巴
采	
觅	
受	
乳	
贪	今
念	今
贫	分
忿	分
肤	夫
肺	巿
肢	支
肿	中
胀	长
朋	
股	殳
肮	亢
肪	方
肥	
服	
胁	
周	
昏	
鱼	
兔	
狐	瓜
忽	勿
狗	句
狞	宁
备	
饰	饣
饱	包
饲	司
变	
京	
享	
庞	龙
店	占
夜	
庙	
府	付
底	氐
疟	
疙	乞
疚	久
剂	齐
卒	
郊	交
庚	
废	发
净	争
盲	亡
放	方
刻	亥
育	
氓	亡
闸	甲
闹	
郑	
券	
卷	
单	
炬	巨
炒	少
炊	
炕	亢
炎	
炉	户
沫	末
浅	戋
法	
泄	世
沽	古
河	可
沾	占
泪	
沮	且
油	由
泊	白
沿	
泡	包
注	主
泣	立
泞	宁
泻	写
泌	必
泳	永
泥	尼
沸	弗
沼	召
波	皮
泼	发
泽	
治	台
怔	正
怯	去
怖	布
性	生
怕	白
怜	令
怪	圣
怡	台
学	
宝	
宗	
定	
宠	龙
宜	
审	申
宙	由
官	
空	工
帘	
宛	夗
实	
试	式
郎	
诗	寺
肩	
房	方
诚	成
衬	寸
衫	
视	
祈	斤
话	
诞	延
诡	危
询	旬
该	亥
详	羊
建	
肃	
录	
隶	
帚	
屉	
居	
届	
刷	
屈	出
弧	瓜
弥	
弦	玄
承	
孟	皿
陋	
陌	百
孤	瓜
陕	夹
降	夅
函	
限	艮
妹	未
姑	古
姐	且
姓	生
妮	尼
始	台
姆	母
迢	召
驾	加
叁	
参	
艰	艮
线	戋
练	
组	且
绅	申
细	
驶	史
织	只
驹	句
终	冬
驻	主
绊	半
驼	它
绍	召
绎	
经	𢀖
贯	
契	
贰	二
奏	
春	
帮	邦
玷	占
珍	㐱
玲	令
珊	
玻	皮
毒	
型	刑
拭	式
挂	圭
封	
持	寺
拷	考
拱	共
项	工
垮	夸
挎	夸
城	成
挟	夹
挠	尧
政	正
赴	卜
赵	
挡	当
拽	曳
哉	
挺	廷
括	
垢	后
拴	全
拾	合
挑	兆
垛	朵
指	旨
垫	执
挣	争
挤	齐
拼	并
挖	穵
按	安
挥	军
挪	那
拯	丞
某	
甚	
荆	刑
茸	
革	
茬	在
荐	存
巷	
带	
草	早
茧	
茵	因
茶	
荒	巟
茫	亡
荡	𠃓
荣	
荤	军
荧	
故	古
胡	古
荫	阴
荔	劦
南	
药	约
标	
栈	戋
柑	甘
枯	古
柄	丙
栋	东
相	
查	
柏	白
栅	册
柳	卯
柱	主
柿	市
栏	兰
柠	宁
树	
勃	孛
要	
柬	
咸	
威	
歪	
研	开
砖	专
厘	里
厚	
砌	切
砂	少
泵	
砚	见
砍	欠
面	
耐	
耍	
牵	
鸥	区
残	戋
殃	央
轴	由
轻	𢀖
鸦	牙
皆	
韭	
背	北
战	占
点	占
虐	
临	
览	
竖	
省	
削	肖
尝	
昧	未
盹	屯
是	
盼	分
眨	乏
哇	圭
哄	共
哑	亚
显	
冒	
映	央
星	生
昨	乍
咧	列
昭	召
畏	
趴	八
胃	
贵	
界	介
虹	工
虾	下
蚁	义
思	
蚂	马
虽	
品	
咽	因
骂	马
勋	员
哗	华
咱	自
响	向
哈	合
哆	多
咬	交
咳	亥
咪	米
哪	那
哟	约
炭	
峡	夹
罚	
贱	戋
贴	占
贻	台
骨	
幽	幺
钙	丐
钝	屯
钞	少
钟	中
钢	冈
钠	内
钥	月
钦	
钧	匀
钩	勾
钮	丑
卸	
缸	工
拜	
看	
矩	巨
毡	占
氢	𢀖
怎	乍
牲	生
选	先
适	
秒	少
香	
种	中
秋	
科	
重	
复	
竿	干
段	
便	
俩	两
贷	代
顺	
修	攸
俏	肖
保	
促	足
俄	我
俐	利
侮	每
俭	佥
俗	谷
俘	孚
信	
皇	
泉	
鬼	
侵	
禹	
侯	
追	𠂤
俊	夋
盾	
待	寺
徊	回
衍	
律	聿
很	艮
须	
叙	余
剑	佥
逃	兆
食	
盆	分
胚	丕
胧	龙
胆	旦
胜	生
胞	包
胖	半
脉	
胎	台
勉	免
狭	夹
狮	师
独	
狰	争
狡	交
狱	
狠	艮
贸	卯
怨	夗
急	
饵	耳
饶	尧
蚀	
饺	交
饼	并
峦	
弯	
将	
奖	
哀	衣
亭	丁
亮	
度	
迹	亦
庭	廷
疮	仓
疯	风
疫	殳
疤	巴
咨	次
姿	次
亲	
音	
帝	
施	也
闺	圭
闻	门
闽	门
阀	伐
阁	各
差	
养	羊
美	
姜	
叛	反
送	
类	
迷	米
籽	子
娄	
前	
首	
逆	
兹	
总	
炼	
炸	乍
烁	乐
炮	包
炫	玄
烂	兰
剃	弟
洼	圭
洁	吉
洪	共
洒	西
柒	
浇	尧
浊	
洞	同
测	则
洗	先
活	
派	𠂢
洽	合
染	
洛	各
浏	刘
济	齐
洋	羊
洲	州
浑	军
浓	农
津	聿
恃	寺
恒	
恢	灰
恍	光
恬	
恤	血
恰	合
恼	
恨	艮
举	
觉	
宣	亘
宦	
室	至
宫	
宪	
突	
穿	
窃	切
客	各
诫	戒
冠	
诬	巫
语	吾
扁	
袄	夭
祖	且
神	申
祝	
祠	司
误	吴
诱	秀
诲	每
说	兑
诵	甬
垦	艮
退	
既	
屋	
昼	尺
屏	并
屎	尸
费	弗
陡	走
逊	孙
眉	
孩	亥
陨	员
除	余
险	佥
院	完
娃	圭
姥	老
姨	夷
姻	因
娇	乔
姚	兆
娜	那
怒	奴
架	加
贺	加
盈	
勇	甬
怠	台
癸	
蚤	
柔	矛
垒	
绑	邦
绒	戎
结	吉
绕	尧
骄	乔
绘	会
给	合
绚	旬
骆	各
络	各
绝	
绞	交
骇	亥
统	充
耕	井
耘	云
耗	毛
耙	巴
艳	
泰	
秦	
珠	朱
班	
素	
匿	若
蚕	天
顽	元
盏	
匪	非
捞	劳
栽	
捕	甫
埂	更
捂	吾
振	辰
载	
赶	干
起	已
盐	
捎	肖
捍	旱
捏	
埋	
捉	足
捆	困
捐	肙
损	员
袁	
捌	别
都	者
哲	折
逝	折
捡	佥
挫	坐
换	奂
挽	免
挚	执
热	执
恐	巩
捣	岛
壶	
捅	甬
埃	矣
挨	矣
耻	止
耿	
耽	冘
聂	
恭	共
莽	
莱	来
莲	连
莫	
莉	利
荷	何
获	
晋	
恶	亚
莹	
莺	
真	
框	匡
梆	邦
桂	圭
桔	吉
栖	西
档	当
桐	同
株	朱
桥	乔
桦	华
栓	全
桃	兆
格	各
桩	庄
校	交
核	亥
样	羊
根	艮
索	
哥	
速	束
逗	豆
栗	
贾	
酌	勺
配	己
翅	支
辱	
唇	辰
夏	
砸	匝
砰	平
砾	乐
础	出
破	皮
原	
套	
逐	
烈	列
殊	朱
殉	旬
顾	
轿	乔
较	交
顿	屯
毙	比
致	至
柴	此
桌	
虑	虍
监	
紧	
党	尚
逞	呈
晒	西
眠	民
晓	尧
哮	孝
唠	劳
鸭	甲
晃	光
哺	甫
晌	向
剔	易
晕	军
蚌	丰
畔	半
蚣	公
蚊	文
蚪	斗
蚓	引
哨	肖
哩	里
圃	甫
哭	
哦	我
恩	因
鸯	央
唤	奂
唁	言
哼	亨
唧	即
啊	阿
唉	矣
唆	
罢	
峭	肖
峨	我
峰	夆
圆	员
峻	
贼	则
贿	有
赂	各
赃	庄
钱	戋
钳	甘
钻	占
钾	甲
铁	
铃	令
铅	
缺	
氧	羊
氨	安
特	寺
牺	西
造	告
乘	
敌	
秤	平
租	且
积	
秧	央
秩	失
称	
秘	必
透	秀
笔	
笑	夭
笋	
债	责
借	昔
值	直
倚	奇
俺	奄
倾	顷
倒	到
倘	尚
俱	具
倡	昌
候	
赁	任
俯	府
倍	咅
倦	卷
健	建
臭	
射	
躬	弓
息	自
倔	屈
徒	土
徐	余
殷	
舰	见
舱	仓
般	
航	亢
途	余
拿	
耸	从
爹	多
舀	
爱	
豺	才
豹	勺
颁	分
颂	公
翁	公
胰	夷
脆	危
脂	旨
胸	匈
胳	各
脏	庄
脐	齐
胶	交
脑	
脓	农
逛	狂
狸	里
狼	良
卿	
逢	夆
鸵	它
留	
鸳	夗
皱	刍
饿	我
馁	妥
凌	夌
凄	妻
恋	
桨	将
浆	将
衰	
衷	中
高	
郭	享
席	
准	隹
座	坐
症	正
病	丙
疾	
斋	
疹	
疼	冬
疲	皮
脊	
效	交
离	
紊	文
唐	庚
瓷	次
资	次
凉	京
站	占
剖	咅
竞	
部	咅
旁	方
旅	
畜	
阅	兑
羞	丑
羔	
瓶	并
拳	
粉	分
料	
益	
兼	
烤	考
烘	共
烦	
烧	尧
烛	
烟	因
烙	各
递	弟
涛	寿
浙	折
涝	劳
浦	甫
酒	酉
涉	
消	肖
涡	
浩	告
海	每
涂	余
浴	谷
浮	孚
涣	奂
涤	条
流	
润	闰
涧	间
涕	弟
浪	良
浸	𠬶
涨	张
烫	汤
涩	
涌	甬
悖	孛
悟	吾
悄	肖
悍	旱
悔	每
悯	闵
悦	兑
害	
宽	
家	
宵	肖
宴	妟
宾	兵
窍	巧
窄	乍
容	
宰	
案	安
请	青
朗	
诸	者
诺	若
读	卖
扇	
诽	非
袜	末
袖	由
袍	包
被	皮
祥	羊
课	果
冥	
谁	隹
调	周
冤	
谅	京
谆	享
谈	炎
谊	宜
剥	录
恳	艮
展	
剧	居
屑	肖
弱	
陵	夌
祟	
陶	匋
陷	臽
陪	咅
娱	吴
娟	
恕	如
娥	我
娘	良
通	甬
能	
难	
预	予
桑	
绢	肙
绣	秀
验	佥
继	
骏	夋
球	求
琐	
理	里
琉	
琅	良
捧	奉
堵	者
措	昔
描	苗
域	或
捺	奈
掩	奄
捷	疌
排	非
焉	
掉	卓
捶	垂
赦	赤
堆	隹
推	隹
埠	阜
掀	欣
授	受
捻	念
教	孝
掏	匋
掐	臽
掠	京
掂	店
培	咅
接	妾
掷	郑
控	空
探	
据	居
掘	屈
掺	参
职	只
基	其
聆	令
勘	甚
聊	卯
娶	取
著	者
菱	夌
勒	力
黄	
菲	非
萌	明
萝	罗
菌	囷
萎	委
菜	采
萄	匋
菊	匊
菩	咅
萍	泙
菠	波
萤	
营	
乾	
萧	肃
萨	
菇	姑
械	戒
彬	
梦	
婪	林
梗	更
梧	吾
梢	肖
梅	每
检	佥
梳	㐬
梯	弟
桶	甬
梭	夋
救	求
曹	
副	畐
票	
酝	云
酗	凶
厢	相
戚	尗
硅	圭
硕	石
奢	者
盔	灰
爽	
聋	龙
袭	
盛	成
匾	扁
雪	
辅	甫
辆	两
颅	卢
虚	虍
彪	
雀	
堂	尚
常	尚
眶	匡
匙	是
晨	辰
睁	争
眯	米
眼	艮
悬	县
野	予
啪	拍
啦	拉
曼	
晦	每
晚	免
啄	豖
啡	非
距	巨
趾	止
啃	肯
跃	翟
略	各
蚯	丘
蛀	主
蛇	它
唬	虎
累	
鄂	咢
唱	昌
患	串
啰	罗
唾	垂
唯	隹
啤	卑
啥	舍
啸	肃
崖	厓
崎	奇
崭	斩
逻	罗
崔	隹
帷	隹
崩	朋
崇	宗
崛	屈
婴	
圈	卷
铐	考
铛	当
铝	吕
铜	同
铭	名
铲	产
银	艮
矫	乔
甜	甘
秸	吉
梨	利
犁	利
秽	岁
移	多
笨	本
笼	龙
笛	由
笙	生
符	付
第	
敏	每
做	
袋	代
悠	攸
偿	尝
偶	禺
偎	畏
偷	
您	你
售	
停	亭
偏	扁
躯	区
兜	
假	叚
衅	分
徘	非
徙	止
得	
衔	
盘	
舶	白
船	
舵	它
斜	余
盒	合
鸽	合
敛	佥
悉	
欲	谷
彩	采
领	令
脚	却
脖	孛
脯	甫
豚	豕
脸	
脱	兑
象	
够	句
逸	
猜	青
猪	者
猎	
猫	苗
凰	皇
猖	昌
猛	孟
祭	
馅	臽
馆	官
凑	奏
减	咸
毫	毛
烹	亨
庶	
麻	
庵	奄
痊	全
痒	羊
痕	艮
廊	郎
康	
庸	
鹿	
盗	
章	
竟	
商	
族	
旋	
望	
率	
阎	臽
阐	单
着	
羚	令
盖	
眷	
粘	占
粗	且
粒	立
断	
剪	前
兽	
焊	旱
焕	奂
清	青
添	忝
鸿	江
淋	林
涯	厓
淹	奄
渠	洰
渐	斩
淑	叔
淌	尚
混	昆
淮	隹
淆	肴
渊	
淫	㸒
渔	鱼
淘	匋
淳	享
液	夜
淤	於
淡	炎
淀	定
深	
涮	刷
涵	函
婆	波
梁	
渗	参
情	青
惜	昔
惭	斩
悼	卓
惧	具
惕	易
惟	隹
惊	京
惦	店
悴	卒
惋	宛
惨	参
惯	贯
寇	
寅	
寄	奇
寂	叔
宿	
窒	至
窑	
密	宓
谋	某
谍	枼
谎	荒
谐	皆
袱	伏
祷	寿
祸	
谓	胃
谚	彦
谜	迷
逮	隶
敢	
尉	
屠	者
弹	单
隋	
堕	
随	
蛋	
隅	禺
隆	
隐	
婚	昏
婶	审
婉	宛
颇	皮
颈	𢀖
绩	责
绪	者
续	卖
骑	奇
绰	卓
绳	
维	隹
绵	
绷	朋
绸	周
综	宗
绽	定
绿	录
缀	
巢	
琴	今
琳	林
琢	豖
琼	京
斑	
替	
揍	奏
款	
堪	甚
塔	荅
搭	荅
堰	
揩	皆
越	戉
趁	㐱
趋	刍
超	召
揽	览
堤	是
提	是
博	
揭	曷
喜	
彭	
揣	耑
插	臿
揪	秋
搜	叟
煮	者
援	爰
搀	
裁	
搁	阁
搓	差
搂	娄
搅	觉
壹	
握	屋
搔	蚤
揉	柔
斯	其
期	其
欺	其
联	
葫	胡
散	
惹	若
葬	
募	莫
葛	曷
董	重
葡	匍
敬	
葱	匆
蒋	将
蒂	帝
落	洛
韩	
朝	
辜	古
葵	癸
棒	奉
棱	夌
棋	其
椰	耶
植	直
森	
焚	
椅	奇
椒	
棵	果
棍	昆
椎	隹
棉	帛
棚	朋
棕	宗
棺	官
榔	郎
椭	
惠	
惑	或
逼	
粟	
棘	
酣	甘
酥	
厨	
厦	夏
硬	更
硝	肖
确	角
硫	
雁	厂
殖	直
裂	列
雄	厷
颊	夹
雳	历
暂	斩
雅	牙
翘	尧
辈	非
悲	非
紫	此
凿	
辉	军
敞	尚
棠	尚
赏	尚
掌	尚
晴	青
睐	来
暑	者
最	
晰	析
量	
鼎	
喷	贲
喳	查
晶	
喇	剌
遇	禺
喊	咸
遏	曷
晾	京
景	京
畴	寿
践	戋
跋	犮
跌	失
跑	包
跛	皮
遗	贵
蛙	圭
蛛	朱
蜓	廷
蜒	延
蛤	合
喝	曷
鹃	肙
喂	畏
喘	耑
喉	侯
喻	俞
啼	帝
喧	宣
嵌	
幅	畐
帽	冒
赋	武
赌	者
赎	卖
赐	易
赔	咅
黑	
铸	寿
铺	甫
链	连
销	肖
锁	
锄	助
锅	
锈	秀
锋	夆
锌	辛
锐	兑
甥	生
掰	
短	豆
智	知
氮	炎
毯	炎
氯	录
鹅	我
剩	乘
稍	肖
程	呈
稀	希
税	兑
筐	匡
等	
筑	
策	朿
筛	师
筒	同
筏	伐
答	合
筋	
筝	争
傲	敖
傅	尃
牌	卑
堡	保
集	
焦	
傍	旁
储	诸
皓	告
皖	完
粤	
奥	
街	圭
惩	征
御	御
循	盾
艇	廷
舒	予
逾	俞
番	
释	
禽	
腊	昔
脾	卑
腋	夜
腔	空
腕	宛
鲁	
猩	星
猬	胃
猾	骨
猴	侯
惫	备
然	
馈	贵
馋	
装	壮
蛮	
就	
敦	享
斌	
痘	豆
痢	利
痪	奂
痛	甬
童	
竣	夋
阔	活
善	
翔	羊
羡	
普	
粪	
尊	
奠	
道	
遂	㒸
曾	
焰	臽
港	巷
滞	带
湖	胡
湘	相
渣	查
渤	勃
渺	眇
湿	
温	昷
渴	曷
溃	贵
溅	贱
滑	骨
湃	拜
渝	俞
湾	弯
渡	度
游	斿
滋	兹
渲	宣
溉	既
愤	贲
慌	荒
惰	左
愕	咢
愣	
惶	皇
愧	鬼
愉	俞
慨	既
割	害
寒	
富	畐
寓	禺
窜	串
窝	呙
窖	告
窗	囱
窘	君
遍	扁
雇	
裕	谷
裤	库
裙	君
禅	单
禄	录
谢	射
谣	䍃
谤	旁
谦	兼
犀	
属	禹
屡	娄
强	
粥	米
疏	疋
隔	鬲
隙	𡭴
隘	益
媒	某
絮	如
嫂	叟
媚	眉
婿	胥
登	
缅	面
缆	览
缉	咠
缎	段
缓	爰
缔	帝
缕	娄
骗	扁
编	扁
骚	蚤
缘	彖
瑟	必
鹉	武
瑞	
瑰	鬼
瑙	
魂	云
肆	聿
摄	聂
摸	莫
填	真
搏	尃
塌	
鼓	
摆	罢
携	
搬	般
摇	䍃
搞	高
塘	唐
摊	难
聘	甹
斟	甚
蒜	祘
勤	堇
靴	化
靶	巴
鹊	昔
蓝	监
墓	莫
幕	莫
蓬	逢
蓄	畜
蒲	浦
蓉	容
蒙	冡
蒸	烝
献	南
椿	春
禁	林
楚	疋
楷	皆
榄	览
想	相
槐	鬼
榆	俞
楼	娄
概	既
赖	
酪	各
酬	州
感	咸
碍	
碘	典
碑	卑
碎	卒
碰	並
碗	宛
碌	录
尴	监
雷	
零	令
雾	务
雹	包
辐	畐
辑	咠
输	俞
督	叔
频	
龄	令
鉴	监
睛	青
睹	者
睦	坴
瞄	苗
睫	疌
睡	垂
睬	采
嗜	耆
鄙	啚
嗦	索
愚	禺
暖	爰
盟	明
歇	曷
暗	音
暇	叚
照	昭
畸	奇
跨	夸
跷	尧
跳	兆
跺	朵
跪	危
路	各
跤	交
跟	艮
遣	
蜈	吴
蜗	呙
蛾	我
蜂	夆
蜕	兑
嗅	臭
嗡	翁
嗓	桑
署	者
置	直
罪	非
罩	卓
蜀	
幌	晃
错	昔
锚	苗
锡	易
锣	罗
锤	垂
锥	隹
锦	金
键	建
锯	居
锰	孟
矮	委
辞	
稚	隹
稠	周
颓	秃
愁	秋
筹	寿
签	佥
简	间
筷	快
毁	
舅	臼
鼠	
催	崔
傻	
像	象
躲	朵
魁	鬼
衙	吾
微	
愈	俞
遥	䍃
腻	貳
腰	要
